title,authors,url,abstract,abstract_ja,avg_rating,figure1_or_table1
Mathematical Reasoning via Self-supervised Skip-tree Training,"['Markus Norman Rabe', 'Dennis Lee', 'Kshitij Bansal', 'Christian Szegedy']",https://openreview.net/forum?id=YmqAnY0CMEy,"We demonstrate that self-supervised language modeling applied to mathematical formulas enables logical reasoning. To measure the logical reasoning abilities of language models, we formulate several evaluation (downstream) tasks, such as inferring types, suggesting missing assumptions and completing equalities. For training language models for formal mathematics, we propose a novel skip-tree task. We find that models trained on the skip-tree task show surprisingly strong mathematical reasoning abilities, and outperform models trained on standard skip-sequence tasks. We also analyze the models' ability to formulate new conjectures by measuring how often the predictions are provable and useful in other proofs.",数式に適用される自己教師あり言語モデリングが論理的推論を可能にすることを示します。言語モデルの論理的推論能力を測定するために、タイプの推測、欠落している仮定の提案、同等性の完成など、いくつかの評価（ダウンストリーム）タスクを定式化します。形式的数学の言語モデルをトレーニングするために、新しいスキップツリータスクを提案します。スキップツリータスクでトレーニングされたモデルは、驚くほど強力な数学的推論能力を示し、標準のスキップシーケンスタスクでトレーニングされたモデルよりも優れていることがわかります。また、予測が他の証明で証明可能で有用である頻度を測定することにより、新しい推測を定式化するモデルの能力を分析します。,7.0,
Towards Faster and Stabilized GAN Training for High-fidelity Few-shot Image Synthesis,"['Bingchen Liu', 'Yizhe Zhu', 'Kunpeng Song', 'Ahmed Elgammal']",https://openreview.net/forum?id=1Fqg133qRaI,"Training Generative Adversarial Networks (GAN) on high-fidelity images usually requires large-scale GPU-clusters and a vast number of training images. In this paper, we study the few-shot image synthesis task for GAN with minimum computing cost. We propose a light-weight GAN structure that gains superior quality on $1024\times1024$ resolution. Notably, the model converges from scratch with just a few hours of training on a single RTX-2080 GPU; and has a consistent performance, even with less than 100 training samples. Two technique designs constitute our work, a skip-layer channel-wise excitation module and a self-supervised discriminator trained as a feature-encoder. With thirteen datasets covering a wide variety of image domains, we show our model's robustness and its superior performance compared to the state-of-the-art StyleGAN2.",忠実度の高い画像で敵対的生成ネットワーク（GAN）をトレーニングするには、通常、大規模なGPUクラスターと膨大な数のトレーニング画像が必要です。この論文では、最小の計算コストでGANの数ショットの画像合成タスクを研究します。 10241024の解像度で優れた品質を実現する軽量GAN構造を提案します。特に、モデルは単一のRTX-2080GPUでわずか数時間のトレーニングでゼロから収束します。トレーニングサンプルが100未満の場合でも、一貫したパフォーマンスが得られます。 2つの手法設計が私たちの仕事を構成します。スキップレイヤーチャネルワイズ励起モジュールと、機能エンコーダーとしてトレーニングされた自己監視型弁別器です。多種多様な画像ドメインをカバーする13のデータセットを使用して、最新のStyleGAN2と比較してモデルの堅牢性とその優れたパフォーマンスを示します。,7.0,https://d3i71xaburhd42.cloudfront.net/6c4fe31504d47b8547e47267c0cb4efa464f022b/1-Figure1-1.png
RODE: Learning Roles to Decompose Multi-Agent Tasks,"['Tonghan Wang', 'Tarun Gupta', 'Anuj Mahajan', 'Bei Peng', 'Shimon Whiteson', 'Chongjie Zhang']",https://openreview.net/forum?id=TTUVg6vkNjK,"Role-based learning holds the promise of achieving scalable multi-agent learning by decomposing complex tasks using roles. However, it is largely unclear how to efficiently discover such a set of roles. To solve this problem, we propose to first decompose joint action spaces into restricted role action spaces by clustering actions according to their effects on the environment and other agents. Learning a role selector based on action effects makes role discovery much easier because it forms a bi-level learning hierarchy -- the role selector searches in a smaller role space and at a lower temporal resolution, while role policies learn in significantly reduced primitive action-observation spaces. We further integrate information about action effects into the role policies to boost learning efficiency and policy generalization. By virtue of these advances, our method (1) outperforms the current state-of-the-art MARL algorithms on 10 of the 14 scenarios that comprise the challenging StarCraft II micromanagement benchmark and (2) achieves rapid transfer to new environments with three times the number of agents. Demonstrative videos are available at https://sites.google.com/view/rode-marl .",ロールベースの学習は、ロールを使用して複雑なタスクを分解することにより、スケーラブルなマルチエージェント学習を実現する可能性を秘めています。ただし、そのような一連の役割を効率的に発見する方法はほとんど不明です。この問題を解決するために、まず、環境や他のエージェントへの影響に応じてアクションをクラスタリングすることにより、共同アクションスペースを制限された役割のアクションスペースに分解することを提案します。アクション効果に基づいてロールセレクターを学習すると、ロールセレクターがより小さなロールスペースとより低い時間分解能で検索する2レベルの学習階層を形成するため、ロールディスカバリーがはるかに簡単になります。一方、ロールポリシーは、大幅に削減されたプリミティブアクション監視スペースで学習します。 。さらに、アクション効果に関する情報を役割ポリシーに統合して、学習効率とポリシーの一般化を促進します。これらの進歩により、私たちの方法は、（1）挑戦的なStarCraft IIマイクロマネジメントベンチマークを構成する14のシナリオのうち10で、現在の最先端のMARLアルゴリズムを上回り、（2）3倍の新しい環境への迅速な移行を実現します。エージェントの数。デモビデオはhttps://sites.google.com/view/rode-marlで入手できます。,7.0,https://d3i71xaburhd42.cloudfront.net/5764095b0186a3fc3832c1052aa14996a5927edc/3-Figure1-1.png
Single-Timescale Actor-Critic Provably Finds Globally Optimal Policy,"['Zuyue Fu', 'Zhuoran Yang', 'Zhaoran Wang']",https://openreview.net/forum?id=pqZV_srUVmK,"We study the global convergence and global optimality of actor-critic, one of the most popular families of reinforcement learning algorithms. While most existing works on actor-critic employ bi-level or two-timescale updates, we focus on the more practical single-timescale setting, where the actor and critic are updated simultaneously. Specifically, in each iteration, the critic update is obtained by applying the Bellman evaluation operator only once while the actor is updated in the policy gradient direction computed using the critic. Moreover, we consider two function approximation settings where both the actor and critic are represented by linear or deep neural networks. For both cases, we prove that the actor sequence converges to a globally optimal policy at a sublinear $O(K^{-1/2})$ rate, where $K$ is the number of iterations. To the best of our knowledge, we establish the rate of convergence and global optimality of single-timescale actor-critic with linear function approximation for the first time. Moreover, under the broader scope of policy optimization with nonlinear function approximation, we prove that actor-critic with deep neural network finds the globally optimal policy at a sublinear rate for the first time. ",強化学習アルゴリズムの最も人気のあるファミリーの1つであるアクター批評家のグローバルな収束とグローバルな最適性を研究します。アクター批評家に関する既存の作品のほとんどは、2レベルまたは2タイムスケールの更新を採用していますが、アクターと評論家が同時に更新される、より実用的なシングルタイムスケール設定に焦点を当てています。具体的には、各反復で、アクターが批評家を使用して計算されたポリシー勾配方向に更新されている間に、ベルマン評価演算子を1回だけ適用することによって批評家の更新が取得されます。さらに、アクターと評論家の両方が線形またはディープニューラルネットワークによって表される2つの関数近似設定を検討します。どちらの場合も、アクターシーケンスが劣線形O（K ^（1/2））レートでグローバルに最適なポリシーに収束することを証明します。ここで、Kは反復回数です。私たちの知る限りでは、線形関数近似を使用して、単一タイムスケールのアクター批評家の収束率とグローバルな最適性を初めて確立します。さらに、非線形関数近似を使用したポリシー最適化のより広い範囲の下で、ディープニューラルネットワークを使用したアクター批評家が、劣線形レートでグローバルに最適なポリシーを初めて見つけることを証明します。,7.0,https://d3i71xaburhd42.cloudfront.net/062b29e02798fadd3effade0fff25852a56ff15d/19-Figure1-1.png
In Search of Lost Domain Generalization,"['Ishaan Gulrajani', 'David Lopez-Paz']",https://openreview.net/forum?id=lQdXeXDoWtI,"The goal of domain generalization algorithms is to predict well on distributions different from those seen during training.
While a myriad of domain generalization algorithms exist, inconsistencies in experimental conditions---datasets, network architectures, and model selection criteria---render fair comparisons difficult.
The goal of this paper is to understand how useful domain generalization algorithms are in realistic settings.
As a first step, we realize that model selection is non-trivial for domain generalization tasks, and we argue that algorithms without a model selection criterion remain incomplete.
Next we implement DomainBed, a testbed for domain generalization including seven benchmarks, fourteen algorithms, and three model selection criteria.
When conducting extensive experiments using DomainBed we find that when carefully implemented and tuned, ERM outperforms the state-of-the-art in terms of average performance.
Furthermore, no algorithm included in DomainBed outperforms ERM by more than one point when evaluated under the same experimental conditions.
We hope that the release of DomainBed, alongside contributions from fellow researchers, will streamline reproducible and rigorous advances in domain generalization.",ドメイン一般化アルゴリズムの目標は、トレーニング中に見られるものとは異なる分布を適切に予測することです。無数のドメイン一般化アルゴリズムが存在しますが、実験条件のデータセット、ネットワークアーキテクチャ、およびモデル選択基準の不一致により、公正な比較が困難になります。このホワイトペーパーの目的は、現実的な設定でドメイン一般化アルゴリズムがどれほど役立つかを理解することです。最初のステップとして、モデル選択はドメイン一般化タスクにとって自明ではないことを認識し、モデル選択基準のないアルゴリズムは不完全なままであると主張します。次に、7つのベンチマーク、14のアルゴリズム、および3つのモデル選択基準を含むドメイン一般化のテストベッドであるDomainBedを実装します。 DomainBedを使用して広範な実験を行ったところ、注意深く実装および調整した場合、ERMは平均パフォーマンスの点で最先端のパフォーマンスを上回っています。さらに、DomainBedに含まれているアルゴリズムは、同じ実験条件下で評価した場合、ERMを2ポイント以上上回っていません。 DomainBedのリリースが、他の研究者からの貢献とともに、ドメインの一般化における再現可能で厳密な進歩を合理化することを願っています。,7.0,https://d3i71xaburhd42.cloudfront.net/6a5efb990b6558c21d9fdded4884c00ba152cb7c/2-Table1-1.png
Random Feature Attention,"['Hao Peng', 'Nikolaos Pappas', 'Dani Yogatama', 'Roy Schwartz', 'Noah Smith', 'Lingpeng Kong']",https://openreview.net/forum?id=QtTKTdVrFBB,"Transformers are state-of-the-art models for a variety of sequence modeling tasks. At their core is an attention function which models pairwise interactions between the inputs at every timestep. While attention is powerful, it does not scale efficiently to long sequences due to its quadratic time and space complexity in the sequence length. We propose RFA, a linear time and space attention that uses random feature methods to approximate the softmax function, and explore its applications in transformers. RFA offers a straightforward way of learning with recency bias through an optional gating mechanism and can be used as a drop-in replacement for conventional softmax attention. Experiments on language modeling and machine translation demonstrate that RFA achieves similar or better performance compared to strong transformer baselines. In the machine translation experiment, RFA decodes twice as fast as a vanilla transformer. Compared to existing efficient transformer variants, RFA is competitive in terms of both accuracy and efficiency on three long text classification datasets. Our analysis shows that RFA’s efficiency gains are especially notable on long sequences, suggesting that RFA will be particularly useful in tasks that require working with large inputs, fast decoding speed, or low memory footprints. 
",トランスフォーマーは、さまざまなシーケンスモデリングタスク用の最先端のモデルです。その核となるのは、すべてのタイムステップでの入力間のペアワイズ相互作用をモデル化するアテンション関数です。注意は強力ですが、シーケンスの長さが2次の時間と空間で複雑になるため、長いシーケンスに効率的にスケーリングすることはできません。ソフトマックス関数を近似するためにランダムな特徴法を使用する線形時間および空間注意であるRFAを提案し、変圧器でのそのアプリケーションを調査します。 RFAは、オプションのゲーティングメカニズムを介して最新性バイアスを使用した簡単な学習方法を提供し、従来のソフトマックス注意のドロップイン代替として使用できます。言語モデリングと機械翻訳に関する実験は、RFAが強力な変圧器ベースラインと比較して同等またはそれ以上のパフォーマンスを達成することを示しています。機械翻訳の実験では、RFAはバニラトランスフォーマーの2倍の速度でデコードします。 RFAは、既存の効率的な変圧器のバリエーションと比較して、3つの長いテキスト分類データセットの精度と効率の両方の点で競争力があります。私たちの分析によると、RFAの効率の向上は長いシーケンスで特に顕著であり、RFAは、大きな入力、高速なデコード速度、または低いメモリフットプリントでの作業を必要とするタスクで特に役立つことを示唆しています。,7.0,
Disentangled Recurrent Wasserstein Autoencoder ,"['Jun Han', 'Martin Renqiang Min', 'Ligong Han', 'Xuan Zhang', 'Li Erran Li']",https://openreview.net/forum?id=O7ms4LFdsX,"Learning disentangled representations leads to interpretable models and facilitates data generation with style transfer, which has been extensively studied on static data such as images in an unsupervised learning framework. However, only a few works have explored unsupervised disentangled sequential representation learning due to challenges of generating sequential data. In this paper, we propose recurrent Wasserstein Autoencoder (R-WAE), a new framework for generative modeling of sequential data. R-WAE disentangles the representation of an input sequence into static and dynamic factors (i.e., time-invariant and time-varying parts). Our theoretical analysis shows that, R-WAE minimizes an upper bound of a penalized form of the Wasserstein distance between model distribution and sequential data distribution, and simultaneously maximizes the mutual information between input data and different disentangled latent factors, respectively. This is superior to (recurrent) VAE which does not explicitly enforce mutual information maximization between input data and disentangled latent representations. When the number of actions in sequential data is available as weak supervision information, R-WAE is extended to learn a categorical latent representation of actions to improve its disentanglement. Experiments on a variety of datasets show that our models outperform other baselines with the same settings in terms of disentanglement and unconditional video generation both quantitatively and qualitatively.",解きほぐされた表現を学習すると、解釈可能なモデルが得られ、教師なし学習フレームワークの画像などの静的データで広く研究されてきたスタイル転送によるデータ生成が容易になります。ただし、シーケンシャルデータを生成するという課題があるため、教師なし解きほぐされたシーケンシャル表現学習を調査した作品はごくわずかです。この論文では、シーケンシャルデータの生成モデリングのための新しいフレームワークであるリカレントワッサースタインオートエンコーダ（R-WAE）を提案します。 R-WAEは、入力シーケンスの表現を静的要因と動的要因（つまり、時不変部分と時不変部分）に解きほぐします。私たちの理論的分析は、R-WAEが、モデル分布と順次データ分布の間のワッサースタイン距離のペナルティ形式の上限を最小化し、同時に入力データと異なる解きほぐされた潜在因子の間の相互情報量をそれぞれ最大化することを示しています。これは、入力データと解きほぐされた潜在表現の間の相互情報量の最大化を明示的に強制しない（再発）VAEよりも優れています。シーケンシャルデータ内のアクションの数が弱い監視情報として利用できる場合、R-WAEは、アクションのカテゴリ別潜在表現を学習して、その解きほぐしを改善するように拡張されます。さまざまなデータセットでの実験により、私たちのモデルは、解きほぐしと無条件のビデオ生成の点で、同じ設定で他のベースラインよりも定量的および定性的に優れていることが示されています。,7.0,https://d3i71xaburhd42.cloudfront.net/072ad179f7ca9e5ee232e8fadd05d193bca79a8c/4-Figure1-1.png
Global optimality of softmax policy gradient with single hidden layer neural networks in the mean-field regime,"['Andrea Agazzi', 'Jianfeng Lu']",https://openreview.net/forum?id=bB2drc7DPuB,"We study the problem of policy optimization for infinite-horizon discounted Markov Decision Processes with softmax policy and nonlinear function approximation trained with policy gradient algorithms. We concentrate on the training dynamics in the mean-field regime, modeling e.g. the behavior of wide single hidden layer neural networks, when exploration is encouraged through entropy regularization. The dynamics of these models is established as a Wasserstein gradient flow of distributions in parameter space.  We further prove global optimality of the fixed points of this dynamics  under mild conditions on their initialization.",ソフトマックスポリシーとポリシー勾配アルゴリズムでトレーニングされた非線形関数近似を使用して、無限ホライズン割引マルコフ決定過程のポリシー最適化の問題を研究します。エントロピー正則化によって探索が促進される場合、平均場レジームでのトレーニングダイナミクスに集中します。たとえば、幅の広い単一の隠れ層ニューラルネットワークの動作をモデリングします。これらのモデルのダイナミクスは、パラメーター空間における分布のワッサースタイン勾配フローとして確立されます。さらに、初期化の穏やかな条件下で、このダイナミクスの不動点のグローバルな最適性を証明します。,7.0,https://d3i71xaburhd42.cloudfront.net/262851f264c6a0b10bad077289c52c4668156378/8-Figure1-1.png
IsarStep: a Benchmark for High-level Mathematical Reasoning,"['Wenda Li', 'Lei Yu', 'Yuhuai Wu', 'Lawrence C. Paulson']",https://openreview.net/forum?id=Pzj6fzU6wkj,"A well-defined benchmark is essential for measuring and accelerating research progress of machine learning models. In this paper, we present a benchmark for high-level mathematical reasoning and study the reasoning capabilities of neural sequence-to-sequence models. We build a non-synthetic dataset from the largest repository of proofs written by human experts in a theorem prover. The dataset has a broad coverage of undergraduate and research-level mathematical and computer science theorems. In our defined task, a model is required to fill in a missing intermediate proposition given surrounding proofs. This task provides a starting point for the long-term goal of having machines generate human-readable proofs automatically. Our experiments and analysis reveal that while the task is challenging, neural models can capture non-trivial mathematical reasoning. We further design a hierarchical transformer that outperforms the transformer baseline. We will make the dataset and models publicly available.",機械学習モデルの研究の進捗状況を測定および加速するには、明確に定義されたベンチマークが不可欠です。この論文では、高レベルの数学的推論のベンチマークを提示し、神経シーケンス間モデルの推論機能を研究します。私たちは、定理証明者の人間の専門家によって書かれた証明の最大のリポジトリから非合成データセットを構築します。このデータセットには、学部および研究レベルの数学およびコンピューターサイエンスの定理が幅広く含まれています。定義されたタスクでは、周囲の証明を前提として、欠落している中間命題を埋めるためにモデルが必要です。このタスクは、機械に人間が読める形式の証明を自動的に生成させるという長期的な目標の出発点を提供します。私たちの実験と分析は、タスクが挑戦的である間、神経モデルが重要な数学的推論を捕らえることができることを明らかにします。さらに、変圧器のベースラインを上回る階層型変圧器を設計します。データセットとモデルを公開します。,7.0,
Neural Topic Model via Optimal Transport,"['He Zhao', 'Dinh Phung', 'Viet Huynh', 'Trung Le', 'Wray Buntine']",https://openreview.net/forum?id=Oos98K9Lv-k,"Recently, Neural Topic Models (NTMs) inspired by variational autoencoders have obtained increasingly research interest due to their promising results on text analysis. However, it is usually hard for existing NTMs to achieve good document representation and coherent/diverse topics at the same time. Moreover, they often degrade their performance severely on short documents. The requirement of reparameterisation could also comprise their training quality and model flexibility. To address these shortcomings, we present a new neural topic model via the theory of optimal transport (OT). Specifically, we propose to learn the topic distribution of a document by directly minimising its OT distance to the document's word distributions. Importantly, the cost matrix of the OT distance models the weights between topics and words, which is constructed by the distances between topics and words in an embedding space. Our proposed model can be trained efficiently with a differentiable loss. Extensive experiments show that our framework significantly outperforms the state-of-the-art NTMs on discovering more coherent and diverse topics and deriving better document representations for both regular and short texts.",最近、変分オートエンコーダに触発されたニューラルトピックモデル（NTM）は、テキスト分析での有望な結果により、ますます研究の関心を集めています。ただし、通常、既存のNTMが、優れたドキュメント表現と一貫性のある/多様なトピックを同時に実現することは困難です。さらに、短いドキュメントではパフォーマンスが大幅に低下することがよくあります。再パラメータ化の要件には、トレーニングの品質とモデルの柔軟性も含まれる可能性があります。これらの欠点に対処するために、最適輸送（OT）の理論を介して新しいニューラルトピックモデルを提示します。具体的には、ドキュメントの単語分布までのOT距離を直接最小化することにより、ドキュメントのトピック分布を学習することを提案します。重要なことに、OT距離のコストマトリックスは、トピックと単語の間の重みをモデル化します。これは、埋め込みスペース内のトピックと単語の間の距離によって構築されます。提案されたモデルは、微分可能な損失で効率的にトレーニングできます。広範な実験により、私たちのフレームワークは、より一貫性のある多様なトピックを発見し、通常のテキストと短いテキストの両方でより優れたドキュメント表現を導き出すという点で、最先端のNTMを大幅に上回っています。,7.0,
Memory Optimization for Deep Networks,"['Aashaka Shah', 'Chao-Yuan Wu', 'Jayashree Mohan', 'Vijay Chidambaram', 'Philipp Kraehenbuehl']",https://openreview.net/forum?id=bnY0jm4l59,"Deep learning is slowly, but steadily, hitting a memory bottleneck. While the tensor computation in top-of-the-line GPUs increased by $32\times$ over the last five years, the total available memory only grew by $2.5\times$. This prevents researchers from exploring larger architectures, as training large networks requires more memory for storing intermediate outputs. In this paper, we present MONeT, an automatic framework that minimizes both the memory footprint and computational overhead of deep networks. MONeT jointly optimizes the checkpointing schedule and the implementation of various operators. MONeT is able to outperform all prior hand-tuned operations as well as automated checkpointing. MONeT reduces the overall memory requirement by $3\times$ for various PyTorch models, with a 9-16$\%$ overhead in computation. For the same computation cost, MONeT requires 1.2-1.8$\times$ less memory than current state-of-the-art automated checkpointing frameworks. Our code will be made publicly available upon acceptance.",ディープラーニングはゆっくりですが着実に行われ、記憶のボトルネックになっています。最上位のGPUでのテンソル計算は過去5年間で32増加しましたが、使用可能なメモリの合計は2.5しか増加しませんでした。これにより、大規模なネットワークをトレーニングするには中間出力を格納するためにより多くのメモリが必要になるため、研究者は大規模なアーキテクチャを探索できなくなります。このホワイトペーパーでは、ディープネットワークのメモリフットプリントと計算オーバーヘッドの両方を最小限に抑える自動フレームワークであるMONeTを紹介します。 MONeTは、チェックポイントのスケジュールとさまざまなオペレーターの実装を共同で最適化します。 MONeTは、自動チェックポイントだけでなく、以前のすべての手動調整操作よりも優れたパフォーマンスを発揮します。 MONeTは、さまざまなPyTorchモデルの全体的なメモリ要件を3削減し、計算のオーバーヘッドを9〜16％削減します。同じ計算コストで、MONeTは現在の最先端の自動チェックポインティングフレームワークよりも1.2〜1.8少ないメモリを必要とします。私たちのコードは、承認され次第公開されます。,7.0,https://d3i71xaburhd42.cloudfront.net/b5697ed0c72b318d291545871fbd3a7a6e59e3cf/2-Figure1-1.png
DeepAveragers: Offline Reinforcement Learning By Solving Derived Non-Parametric MDPs,"['Aayam Kumar Shrestha', 'Stefan Lee', 'Prasad Tadepalli', 'Alan Fern']",https://openreview.net/forum?id=eMP1j9efXtX,"We study an approach to offline reinforcement learning (RL) based on optimally solving  finitely-represented  MDPs  derived  from  a  static  dataset  of  experience. This approach can be applied on top of any learned representation and has the potential to easily support multiple solution objectives as well as zero-shot adjustment to changing environments and goals.  Our main contribution is to introduce the Deep Averagers with Costs MDP (DAC-MDP) and to investigate its solutions for offline RL.  DAC-MDPs are a non-parametric model that can leverage deep representations and account for limited data by introducing costs for exploiting under-represented parts of the model.  In theory, we show conditions that allow for lower-bounding the performance of DAC-MDP solutions. We also investigate the empirical behavior in a number of environments, including those with image-based observations. Overall, the experiments demonstrate that the framework can work in practice and scale to large complex offline RL problems.",経験の静的データセットから導出された有限表現のMDPを最適に解くことに基づいて、オフライン強化学習（RL）へのアプローチを研究します。このアプローチは、学習した表現の上に適用でき、変化する環境や目標に対するゼロショット調整だけでなく、複数のソリューション目標を簡単にサポートできる可能性があります。私たちの主な貢献は、コストMDP（DAC-MDP）を備えたディープアベレージャーを紹介し、オフラインRLのソリューションを調査することです。 DAC-MDPは、モデルの過小評価された部分を活用するためのコストを導入することにより、深い表現を活用し、限られたデータを説明できるノンパラメトリックモデルです。理論的には、DAC-MDPソリューションのパフォーマンスの下限を可能にする条件を示します。また、画像ベースの観察を含む多くの環境での経験的挙動を調査します。全体として、実験は、フレームワークが実際に機能し、大規模で複雑なオフラインRL問題に拡張できることを示しています。,6.8,https://d3i71xaburhd42.cloudfront.net/14e6502e4a63635ef01790471f45f369de72a1c0/2-Figure1-1.png
The geometry of integration in text classification RNNs,"['Kyle Aitken', 'Vinay Venkatesh Ramasesh', 'Ankush Garg', 'Yuan Cao', 'David Sussillo', 'Niru Maheswaranathan']",https://openreview.net/forum?id=42kiJ7n_8xO,"Despite the widespread application of recurrent neural networks (RNNs), a unified understanding of how RNNs solve particular tasks remains elusive.  In particular, it is unclear what dynamical patterns arise in trained RNNs, and how those pat-terns depend on the training dataset or task.  This work addresses these questions in the context of text classification, building on earlier work studying the dynamics of binary sentiment-classification networks (Maheswaranathan et al., 2019).  We study text-classification tasks beyond the binary case, exploring the dynamics ofRNNs trained on both natural and synthetic datasets.  These dynamics, which we find to be both interpretable and low-dimensional, share a common mechanism across architectures and datasets:  specifically, these text-classification networks use low-dimensional attractor manifolds to accumulate evidence for each class as they process the text.  The dimensionality and geometry of the attractor manifold are determined by the structure of the training dataset, with the dimensionality reflecting the number of scalar quantities the network remembers in order to classify.In categorical classification, for example, we show that this dimensionality is one less than the number of classes. Correlations in the dataset, such as those induced by ordering, can further reduce the dimensionality of the attractor manifold; we show how to predict this reduction using simple word-count statistics computed on the training dataset. To the degree that integration of evidence towards a decision is a common computational primitive, this work continues to lay the foundation for using dynamical systems techniques to study the inner workings of RNNs.",リカレントニューラルネットワーク（RNN）が広く適用されているにもかかわらず、RNNが特定のタスクをどのように解決するかについての統一された理解はとらえどころのないままです。特に、トレーニングされたRNNでどのような動的パターンが発生し、それらのパターンがトレーニングデータセットまたはタスクにどのように依存するかは不明です。この作業は、バイナリ感情分類ネットワークのダイナミクスを研究する以前の作業に基づいて、テキスト分類のコンテキストでこれらの質問に対処します（Maheswaranathan et al。、2019）。自然データセットと合成データセットの両方でトレーニングされたRNNのダイナミクスを調査し、バイナリの場合を超えてテキスト分類タスクを研究します。これらのダイナミクスは、解釈可能で低次元であることがわかり、アーキテクチャとデータセット間で共通のメカニズムを共有しています。具体的には、これらのテキスト分類ネットワークは、低次元のアトラクタマニホールドを使用して、テキストを処理するときに各クラスの証拠を蓄積します。アトラクタ多様体の次元とジオメトリは、トレーニングデータセットの構造によって決定されます。次元は、分類するためにネットワークが記憶するスカラー量の数を反映します。たとえば、カテゴリ分類では、この次元が1つ少ないことを示します。クラスの数より。順序付けによって引き起こされるようなデータセット内の相関は、アトラクタ多様体の次元をさらに減らす可能性があります。トレーニングデータセットで計算された単純な単語数統計を使用して、この削減を予測する方法を示します。意思決定に向けた証拠の統合が一般的な計算プリミティブである限り、この作業は、動的システム技術を使用してRNNの内部動作を研究するための基礎を築き続けています。,6.8,https://d3i71xaburhd42.cloudfront.net/a33afefa789b5f3f3f41e0e33f7e0271008799b0/3-Figure1-1.png
A Universal Representation Transformer Layer for Few-Shot Image Classification,"['Lu Liu', 'William L. Hamilton', 'Guodong Long', 'Jing Jiang', 'Hugo Larochelle']",https://openreview.net/forum?id=04cII6MumYV,"Few-shot classification aims to recognize unseen classes when presented with only a small number of samples. We consider the problem of multi-domain few-shot image classification, where unseen classes and examples come from diverse data sources. This problem has seen growing interest and has inspired the development of benchmarks such as Meta-Dataset. A key challenge in this multi-domain setting is to effectively integrate the feature representations from the diverse set of training domains. Here, we propose a Universal Representation Transformer (URT) layer, that meta-learns to leverage universal features for few-shot classification by dynamically re-weighting and composing the most appropriate domain-specific representations. In experiments, we show that URT sets a new state-of-the-art result on Meta-Dataset. Specifically, it achieves top-performance on the highest number of data sources compared to competing methods. We analyze variants of URT and present a visualization of the attention score heatmaps that sheds light on how the model performs cross-domain generalization.",少数のショットの分類は、少数のサンプルのみが提示されたときに、見えないクラスを認識することを目的としています。マルチドメインの数ショット画像分類の問題を検討します。ここでは、目に見えないクラスと例がさまざまなデータソースから取得されます。この問題への関心が高まり、メタデータセットなどのベンチマークの開発に影響を与えました。このマルチドメイン設定での重要な課題は、トレーニングドメインの多様なセットからの機能表現を効果的に統合することです。ここでは、Universal Representation Transformer（URT）レイヤーを提案します。これは、最も適切なドメイン固有の表現を動的に再重み付けして構成することにより、数ショットの分類にユニバーサル機能を活用することをメタ学習します。実験では、URTがメタデータセットに新しい最先端の結果を設定することを示します。具体的には、競合する方法と比較して、最大数のデータソースで最高のパフォーマンスを実現します。 URTのバリアントを分析し、モデルがクロスドメインの一般化を実行する方法に光を当てる注意スコアヒートマップの視覚化を提示します。,6.8,https://d3i71xaburhd42.cloudfront.net/6e1efe22d5696269aff7addcb438f77ff6cc2508/4-Figure1-1.png
